Created,Day,Tweet ID,Full Text,Quote Full Text,Hashtags,Not mask or face covering related,HBM Related,Perceived Benefits,Perceived Barriers,Perceived Severity,Perceived Susceptibility,HBM Related AutoFill
Tue Mar 03 22:27:53 +0000 2020,63,1234968768008179713,"If coronavirus is transmitted w/out you having symptoms, why shouldn't we wear masks to protect ea other? Just got cut off on the WA DOH hotline. Grr https://t.co/Ldcv7LYQbz",,,0,1,1,0,0,1,1
Tue Mar 03 23:11:01 +0000 2020,63,1234979624162955264,"@katnandu You're not supposed to wear n95 masks all day.
 

 They actually cut too much oxygen.
 

 Hopefully he had a simple fainting spell related to that rather than illness.",,,0,1,0,1,0,0,1
Fri Mar 06 15:56:28 +0000 2020,66,1235957426777722881,"If you wear an n95 mask,you might be Alt Right https://t.co/kSJYW6K1Zz",,,0,0,0,0,0,0,0
Tue Mar 03 23:15:59 +0000 2020,63,1234980871712595968,@alisonfaye I would be constantly adjusting my face mask and playing with it which the CDC has said makes me more vulnerable to becoming ill. I will take a pass on them.,,,0,1,0,1,0,0,1
Tue Mar 03 22:44:39 +0000 2020,63,1234972985368252417,"Those people wearing masks to avoid the Corona Virus are the same people who yell “5 second rule,” when their Girl Scout cookie hits the floor, blow on it and eat it!!",,,0,0,0,0,0,0,0
Sat Mar 07 12:15:06 +0000 2020,67,1236264108347068416,People born on a year ending in a zero or five can buy #masks on Sunday. Mondays are for year end number one or six; Tuesday two or seven; Wednesday three or eight; Thursday four or nine. Weekend:anyone who did not purchase masks during the week #coronavirus #COVID19 #COVIDー19 https://t.co/OldMjIjBsk,,,0,0,0,0,0,0,0
Tue Mar 03 22:37:18 +0000 2020,63,1234971138855337985,People who are worried about the coronavirus love to buy a shitton of face masks and then never wear them,,,0,1,0,1,0,0,1
Fri Mar 06 18:11:14 +0000 2020,66,1235991344339750912,"Mask Mafia in #Hyderabad. These kind of shops are selling Rs 10 Mask for Rs 80,when try to ask he is reckless. If a common man cannot able to buy such masks then how can we stop the Virus. Why Govt is not providing for Free ? @narendramodi
 #coronavirus #healthminstry @KTRTRS https://t.co/EIgvctmnDC",,,0,1,0,1,0,0,1
Sat Mar 07 23:25:17 +0000 2020,67,1236432762510295040,"@RepMattGaetz Resident dies in Rep. Matt Gaetz’s district, days after congressman made light of epidemic with massive gas mask.",,,0,1,0,1,1,0,1
Sat Mar 07 09:30:15 +0000 2020,67,1236222619990372355,"1 day on the road in Bangkok without mask 
 #COVIDー19 #coronavirus can not kill me . But pm 2.5 can do that https://t.co/2p0w2c6luv",,,0,1,0,0,1,0,1
Tue Mar 03 23:50:18 +0000 2020,63,1234989507524452353,@RollingLoud Can I wear a mask just in case Coronavirus,,,0,0,0,0,0,0,0
Fri Mar 06 12:28:46 +0000 2020,66,1235905159722487809,Our employers also did not prepare for this and now we are running out of gowns and N95 masks,,,0,1,0,1,0,0,1
Tue Mar 03 15:27:04 +0000 2020,63,1234862867251433477,"@andrewhorowitz :mask: ...I got corona virus... Dont worry, here is your rate cut... xD :rofl:",,,0,0,0,0,0,0,0
Sat Mar 07 14:31:02 +0000 2020,67,1236298317937741824,"Experts: Don't rely on masks to stop coronavirus. Do this instead
 

 https://t.co/L4oPyMHvz9",,,0,1,0,1,0,0,1
Sat Mar 07 21:00:45 +0000 2020,67,1236396389673951232,"@tadethompson Wait, how come they get a mask and yet the CDC just keeps telling me to not touch my face? ;)",,,0,0,0,0,0,0,0
Sat Mar 07 11:06:34 +0000 2020,67,1236246859267608576,"9. negative. Was then quarantined along with the mother and was tested for covid-19 which will be sent to Raleigh and they are awaiting the results. The mother went nuts and wouldn't wear a mask and it was a big ordeal.
 My comment: There's a reason why China was shooting people",,,0,1,0,1,0,0,1
Sat Mar 07 23:46:30 +0000 2020,67,1236438105588224010,@BrandiLynn4Ever @mechanitom @longleafhill @marcorubio It must be a hoax because that useless douchebag @RepMattGaetz who represents the people in Santa Rosa County just mocked people with #coronavirus with his gas mask stunt. Maybe that other useless politician Rubio can tweet a new Bible verse just in case tho,,,0,1,0,1,0,0,1
Fri Mar 06 17:23:27 +0000 2020,66,1235979320021209088,"There's absolutely no way I could wear one of those coronavirus masks without walking around talking like Tom Hardy's Bane. ""Now's not the time for fear. That comes later!"" #COVIDー19",,,0,0,0,0,0,0,0
Tue Mar 03 17:41:42 +0000 2020,63,1234896746532278273,"Oh boy!!!
 

 one more #Fed #interestrates cut of 50 bps please Mr. #powel , or may be #QE , why not ?
 

 #coronavirus #CoronavirusOutbreak 
 #market #DowJones #Facemask 
 

 By the way, if it is the condition of #USA , what happens in India ?
 

 may be #RBI too needs a cut soon 😉 https://t.co/OAIboEF0XP",,,0,0,0,0,0,0,0
Sat Mar 07 19:32:47 +0000 2020,67,1236374255706804224,You are public servants....please act like it...perhaps rather than being a smartass showing up with a gas mask you should have been pushing for testing and quarantine procedures and actually being transparent about the situation....China's government tried to censor it too https://t.co/Hyn15ox2r3,,,0,0,0,0,0,0,0
Sat Mar 07 19:27:36 +0000 2020,67,1236372950502248449,What do face hugger say about the #coronavirus #DONTtouchYOURface,,,0,0,0,0,0,0,0
Tue Mar 03 23:54:00 +0000 2020,63,1234990440971005954,"New episode: The hilarious @jeffzenisek talks about dating in the comedy scene, making Coronavirus masks fashionable, going from semi-professional tennis to comedy, why being competitive is good. @jzod138 https://t.co/vW8xVMDeQq",,,0,0,0,0,0,0,0
Tue Mar 03 16:34:59 +0000 2020,63,1234879958931197952,@Wintericecccc There is a world wide shortage of masks and the ones you see people wearing wont stop you from catching somethin. They are meant for sick people. The shortage is so bad that as EMS. If I felt I needed to wear a n95 for a call. I have to call and get approval before hand.,,,0,1,0,1,0,0,1
Tue Mar 03 23:23:14 +0000 2020,63,1234982696767459330,Also I don't know about anyone else but doesn't it make you angry now to see people walking around in face masks like this is the new normal? We never had any of this before. The problems in China (which we are now facing) should have been a warning long ago. #CaronaVirus,,,0,1,0,1,0,0,1
Fri Mar 06 17:24:26 +0000 2020,66,1235979567535403010,"@HuXijin_GT The reason they don't advise people to wear masks is simple: not enough supply. 
 

 China has had huge shortages despite being the factory of the world.
 

 If people in EU/US are compelled to wear masks, there will be many panic scenes. You have to factor that too...",,,0,1,0,1,0,0,1
Fri Mar 06 21:16:50 +0000 2020,66,1236038052058763264,"@food_girl @CDCgov In China, they beat u in public if you don’t wear a mask.",,,0,0,0,0,0,0,0
Tue Mar 03 15:25:52 +0000 2020,63,1234862565605416963,"Pharmacy staff are struggling to keep shelves stocked with cleaning supplies, masks, and cold medication as locals stockpile supplies in the wake of New York City’s first coronavirus diagnosis. https://t.co/ESMFor1SyT",,,0,1,0,1,0,0,1
Tue Mar 03 17:51:56 +0000 2020,63,1234899323814633473,"""Even the special N-95 filter masks, designed to be true virus protection and now in short supply, are effective only if properly fitted and worn over clean-shaven faces.""
 

 https://t.co/oYNF9mBkEU",,,0,1,0,1,0,0,1
Fri Mar 06 12:38:29 +0000 2020,66,1235907604766838784,"New Masks just Launched in India comes free with water can. Don't need to panic if masks are not available in pharmacy. These new masks offer 360 degree protection.
 #coronavirusinindia
 #CoronaAlert #mask #coronavirus
 #COVIDー19 https://t.co/A3hGcM8JzH",,,0,1,1,0,0,0,1
Sat Mar 07 22:57:46 +0000 2020,67,1236425840692346881,Didn’t you wear a gas mask on the floor of the house because you thought this whole thing was a hoax? https://t.co/53LmmKVt0j,,,0,1,0,1,0,0,1
Sun Mar 08 00:35:17 +0000 2020,68,1236450378486386688,"@headsup1111 @TMTVsh Your govt relied on China to supply, your country is sufficient of necessary equipment, like surgical masks, Obviously Trump and his team are not prepared. You are no different from others. Made you feel special coz you live in well. https://t.co/0GWQJ48liQ",,,0,0,0,0,0,0,0
Sat Mar 07 23:00:16 +0000 2020,67,1236426470152683522,"@DoctorJanette @ANHQDC @FoxNews @EricShawnTV Definitely did not miss it and fantastically timely medical update on @ANHQDC this afternoon on the #Coronavirus epidemic @DoctorJanette!...Excellent reminders on #maskusage, #FirstResponders #handwashing, #keepinghealthydiet, #stayinginformed! 🩺",,,0,0,0,0,0,0,0
Tue Mar 03 22:25:11 +0000 2020,63,1234968088329637889,"@AllegraFelina Juliana the CDC just stopped reporting number of infections per state on their website, not to mention says masks are ineffective while the WHO recommended masks for people dealing with the infected less than a week ago: https://t.co/EqPzyVfVNf
 

 Probably don't listen to the CDC",,,0,1,0,1,0,0,1
Tue Mar 03 15:31:19 +0000 2020,63,1234863935502737408,"Hello @WHO Corona has entered New Delhi,the capital of India. Plz let me know , how to determine a mask capable of protecting from this Virus.
 What quality that mask should have to protect from Covid 19.",,,0,0,0,0,0,0,0
Sat Mar 07 21:02:45 +0000 2020,67,1236396895804837889,"@engineeringvids See our regional ministerial secretary of health from Chile, and how she wear the mask
 How did that idiot end up with that kind of job? It's a mystery
 #8marzo2020 
 #YoAprueboNuevaConstitucion
 https://t.co/Ve98gLYBmN https://t.co/D5xwg9DNt0",,,0,0,0,0,0,0,0
Sat Mar 07 15:21:44 +0000 2020,67,1236311075374669827,@redswimmer99 @amirporkaid @PressTV The People here in the #States. Stand in the #Intersections passing out #Flyers Or asking for$! !!The #HealthDepartment should givem a box a mask😷to pass out &amp; a few💸's!👍😃 Help the peeps in NEED OUT!👊jus saying....🤷😂😂😂 #SaturdayThoughts #COVID19 https://t.co/9IelZ5Msvd,,,0,0,0,0,0,0,0
Fri Mar 06 21:21:00 +0000 2020,66,1236039098068070402,@nikki_miumiu I don't think she realize she was licking her finger. I didn't know I talk with my hands until someone pointed out to me. 😂 That's why wearing mask and glasses are great way to prevent #coronavirus. 😎😷,,,0,1,1,0,0,0,1
Fri Mar 06 18:35:10 +0000 2020,66,1235997364827107329,"Got stopped by the C D Fucking C today at my doctors office. o-o They wanted to commend me on my efforts to prevent the spread of coronavirus. By using a mask, covering my mouth when I cough AND WASHING MY DAMN HANDS!! IT AINT HARD PEOPLE!! HYGIENE MOTHERFUCKERS DO YOU SPEAK IT?!",,,0,1,1,0,0,0,1
Fri Mar 06 20:19:31 +0000 2020,66,1236023627352588289,These masks won’t be much use now #COVIDー19 #canceltheparade @coronavirustruth @dubarry_mme @mir_ocall @c_oreilly @NBurgessDFAT @Failte_Ireland @mmcgrathtd @yvettejkeating @EamonRyan @vonderleyen https://t.co/HLsv7SeTuy,,,0,1,0,1,0,0,1
Tue Mar 03 21:19:14 +0000 2020,63,1234951491171033088,This corona virus got you guys buying surgical mask not realizing that the surgical masks that you guys are buying are made in China,,,0,0,0,0,0,0,0
Fri Mar 06 22:05:16 +0000 2020,66,1236050240505024512,@89JayWellz Shidddd gonna walk around with a mask stronger than a corona mask 😂😂😂,,,0,0,0,0,0,0,0
Tue Mar 03 23:26:20 +0000 2020,63,1234983478510276608,I’m going to the main hospital to steal some n95 masks tomorrow And I’m selling them.,,,0,0,0,0,0,0,0
Sat Mar 07 18:42:50 +0000 2020,67,1236361685285457921,"In a world where facemasks, hand sanitiser &amp; toilet paper can't keep up with a pandemic, it is good to see Florida getting plans in place, the cheeky devils #coronavirus https://t.co/RLuenNwklZ",,,0,1,0,1,0,0,1
Tue Mar 03 14:53:38 +0000 2020,63,1234854451564904448,"The exaggeration around the coronavirus seems to irritate @jimcramer. In today's @SquawkStreet he plays with rubber gloves and masks. If you want to know when and how to use masks, in order to protect yourself from the virus, read the following https://t.co/R6BGQMUgnp https://t.co/5sAcVw1vCQ",,,0,1,1,0,0,0,1
Tue Mar 03 16:35:37 +0000 2020,63,1234880116171452416,Coronavirus is in my city maybe it's time to buy masks,,,0,1,1,0,0,0,1
Fri Mar 06 21:18:30 +0000 2020,66,1236038472517013505,"A mask can help from a virus, but not a crazed man with a weapon https://t.co/yx7NLzf1jz",,,0,1,1,0,0,0,1
Sat Mar 07 17:13:41 +0000 2020,67,1236339249642758150,Protect yourself from Corona Virus Outbreak with blue medical mask https://t.co/oznMPd7cms,,,0,1,1,0,0,0,1
Fri Mar 06 10:37:36 +0000 2020,66,1235877183974813696,@lukedepulford #COVIDー19 infection rate is relatively low in #HongKong becoz citizens are cautious to personal hygiene n put on masks as protection,,,0,1,1,0,0,1,1
Fri Mar 06 20:29:09 +0000 2020,66,1236026049697214464,eBay bans face mask and hand sanitizer listings to halt coronavirus price gouging https://t.co/SpUQggR3zM via @Verge,,,0,1,0,1,0,0,1
Sat Mar 07 05:31:37 +0000 2020,67,1236162567036235776,@smarttapu @ThatNaimish FDA has banned sales on N95 masks without prescription.,,,0,1,0,1,0,0,1
Fri Mar 06 13:59:17 +0000 2020,66,1235927938715054080,"Finally, somebody admitting masks😷😷😷do work!😷😷 https://t.co/hgtBDnTn1k",,,0,1,1,0,0,0,1
Sat Mar 07 10:23:12 +0000 2020,67,1236235945109786624,Got my #CoronaVirus mask sorted for the tube https://t.co/MPZgNvO2Jk,,,0,0,0,0,0,0,0
Tue Mar 03 22:47:36 +0000 2020,63,1234973728317927427,"Why tf is mexican news telling people they shouldn't wear masks if they aren't sick amid the coronavirus?
 Bruh just WEAR THE MASKS AND WASH YOUR HANDS, ITS NOT THAT HARD. Quit tellin people they SHOULDNT protect themselves wtf.",,,0,1,1,1,0,0,1
Tue Mar 03 15:23:22 +0000 2020,63,1234861935893647366,"I've looked into masks and they really aren't great at protecting from virus transmission, unless both the person who coughs/sneezes and the person who is sneezed at are wearing a tight fitting N95 or higher standard mask, when transmission is then far less likely. https://t.co/grKHvgFBul",,,0,1,0,1,0,0,1
Tue Mar 03 14:08:02 +0000 2020,63,1234842975458349064,Covid-19 – Will a facemask help? https://t.co/He0RAoGEFb,,,0,0,0,0,0,0,0
Tue Mar 03 14:39:28 +0000 2020,63,1234850888403079171,"With over 31 million #counterfeit face masks seized in #China, now is the time for healthcare brands to be on high alert for harmful, fake listings. #Coronavirus #healthcare #safety https://t.co/0u0HXaFZKw https://t.co/tNwxOeDmRF",,,0,1,0,1,0,0,1
Sat Mar 07 22:14:01 +0000 2020,67,1236414829818073088,@MrsDriscoll @Johngilhooly3 #COVIDー19  I had 4 flights within a short period....zero masks on board. Zero. Only mask I saw was the cleaning lady in the restroom. #COVID-Hysteria,,,0,0,0,0,0,0,0
Fri Mar 06 20:29:49 +0000 2020,66,1236026216911646724,@nancyfullerco They say the masks don't protect from coronavirus.,,,0,1,0,1,0,0,1
Fri Mar 06 17:07:21 +0000 2020,66,1235975265685106694,"Masks and sanitizer companies...
 #handsanitizer
 #masks #coronavirusinindia #CoronaKoDhona #CoronavirusOutbreak #COVIDー19 #StaySafe #COVID19india https://t.co/yg50edoEFm",,,0,0,0,0,0,0,0
Fri Mar 06 21:21:09 +0000 2020,66,1236039138056572931,"As #Iranian ppl struggle 2 cope with the spread of #coronavirus, which has so far killed +1800, #IRGC is stockpiling masks &amp; disinfectants &amp; sell them at 20times their price 2 the public.
 A health mask that used to cost 2K tomans now sold at 60K rials, 30times its original price.",,,0,1,0,1,1,0,1
Tue Mar 03 16:27:46 +0000 2020,63,1234878143065812992,"@WarrenDavidson @Surgeon_General @cdc DO wear a mask ~ it helps keep dirty hands away from face while shopping etc. &amp; if N95 catches most virus in air.
 

 ALSO ~ transmission can and does happen even when there are no symptoms, so keep a greater distance from the public at all times.",,,0,1,1,0,0,1,1
